Fecha;CodigoEstacion;Latitud;Longitud;Altitud;Valor
01/01/2001;11025010;5.88;-76.08;2018;21.11612903
01/02/2001;11025010;5.88;-76.08;2018;20.71851852
01/03/2001;11025010;5.88;-76.08;2018;21.05333333
01/04/2001;11025010;5.88;-76.08;2018;21.03571429
01/05/2001;11025010;5.88;-76.08;2018;21.20689655
01/06/2001;11025010;5.88;-76.08;2018;21.81333333
01/07/2001;11025010;5.88;-76.08;2018;21.19259259
01/08/2001;11025010;5.88;-76.08;2018;22.72258065
01/09/2001;11025010;5.88;-76.08;2018;21.4
01/10/2001;11025010;5.88;-76.08;2018;20.88
01/11/2001;11025010;5.88;-76.08;2018;20.87142857
01/12/2001;11025010;5.88;-76.08;2018;21.34193548
01/01/2002;11025010;5.88;-76.08;2018;22.50666667
01/02/2002;11025010;5.88;-76.08;2018;22.19285714
01/03/2002;11025010;5.88;-76.08;2018;21.59333333
01/04/2002;11025010;5.88;-76.08;2018;21.42758621
01/05/2002;11025010;5.88;-76.08;2018;21.60666667
01/06/2002;11025010;5.88;-76.08;2018;22.42608696
01/07/2002;11025010;5.88;-76.08;2018;21.68
01/08/2002;11025010;5.88;-76.08;2018;21.92142857
01/09/2002;11025010;5.88;-76.08;2018;21.26428571
01/10/2002;11025010;5.88;-76.08;2018;20.92857143
01/11/2002;11025010;5.88;-76.08;2018;21.96923077
01/12/2002;11025010;5.88;-76.08;2018;21.63703704
01/01/2003;11025010;5.88;-76.08;2018;22.15862069
01/02/2003;11025010;5.88;-76.08;2018;22.00769231
01/03/2003;11025010;5.88;-76.08;2018;21.0516129
01/04/2003;11025010;5.88;-76.08;2018;21.82758621
01/05/2003;11025010;5.88;-76.08;2018;21.71333333
01/06/2003;11025010;5.88;-76.08;2018;21.36
01/07/2003;11025010;5.88;-76.08;2018;22.04666667
01/08/2003;11025010;5.88;-76.08;2018;22.05806452
01/09/2003;11025010;5.88;-76.08;2018;21.28571429
01/10/2003;11025010;5.88;-76.08;2018;20.89333333
01/11/2003;11025010;5.88;-76.08;2018;21.41481481
01/12/2003;11025010;5.88;-76.08;2018;21.22857143
01/01/2004;11025010;5.88;-76.08;2018;21.61935484
01/02/2004;11025010;5.88;-76.08;2018;21.62068966
01/03/2004;11025010;5.88;-76.08;2018;22.25333333
01/04/2004;11025010;5.88;-76.08;2018;20.84285714
01/05/2004;11025010;5.88;-76.08;2018;20.66666667
01/06/2004;11025010;5.88;-76.08;2018;21.80740741
01/07/2004;11025010;5.88;-76.08;2018;21.3483871
01/08/2004;11025010;5.88;-76.08;2018;21.42857143
01/09/2004;11025010;5.88;-76.08;2018;21.10666667
01/10/2004;11025010;5.88;-76.08;2018;20.93793103
01/11/2004;11025010;5.88;-76.08;2018;21.09333333
01/12/2004;11025010;5.88;-76.08;2018;21.15172414
01/01/2005;11025010;5.88;-76.08;2018;21.08148148
01/02/2005;11025010;5.88;-76.08;2018;21.73076923
01/03/2005;11025010;5.88;-76.08;2018;21.57333333
01/04/2005;11025010;5.88;-76.08;2018;21.63703704
01/05/2005;11025010;5.88;-76.08;2018;21.56666667
01/06/2005;11025010;5.88;-76.08;2018;21.53103448
01/07/2005;11025010;5.88;-76.08;2018;22.57931034
01/08/2005;11025010;5.88;-76.08;2018;21.41935484
01/09/2005;11025010;5.88;-76.08;2018;21.41428571
01/10/2005;11025010;5.88;-76.08;2018;20.76666667
01/11/2005;11025010;5.88;-76.08;2018;20.72857143
01/12/2005;11025010;5.88;-76.08;2018;21.04827586
01/01/2006;11025010;5.88;-76.08;2018;22.01290323
01/02/2006;11025010;5.88;-76.08;2018;22.12142857
01/03/2006;11025010;5.88;-76.08;2018;21.60689655
01/04/2006;11025010;5.88;-76.08;2018;21.32413793
01/05/2006;11025010;5.88;-76.08;2018;21.63225806
01/06/2006;11025010;5.88;-76.08;2018;21.89285714
01/07/2006;11025010;5.88;-76.08;2018;21.26428571
01/08/2006;11025010;5.88;-76.08;2018;21.84
01/09/2006;11025010;5.88;-76.08;2018;21.87333333
01/10/2006;11025010;5.88;-76.08;2018;21.13793103
01/11/2006;11025010;5.88;-76.08;2018;20.8
01/12/2006;11025010;5.88;-76.08;2018;21.71851852
01/01/2007;11025010;5.88;-76.08;2018;21.75769231
01/02/2007;11025010;5.88;-76.08;2018;21.9826087
01/03/2007;11025010;5.88;-76.08;2018;20.83809524
01/04/2007;11025010;5.88;-76.08;2018;21.256
01/05/2007;11025010;5.88;-76.08;2018;20.91538462
01/06/2007;11025010;5.88;-76.08;2018;21.57142857
01/07/2007;11025010;5.88;-76.08;2018;21.13333333
01/08/2007;11025010;5.88;-76.08;2018;21.62222222
01/09/2007;11025010;5.88;-76.08;2018;20
01/10/2007;11025010;5.88;-76.08;2018;20.31851852
01/11/2007;11025010;5.88;-76.08;2018;21.15384615
01/12/2007;11025010;5.88;-76.08;2018;20.556
01/01/2008;11025010;5.88;-76.08;2018;20.51034483
01/02/2008;11025010;5.88;-76.08;2018;20.21428571
01/03/2008;11025010;5.88;-76.08;2018;20.56551724
01/04/2008;11025010;5.88;-76.08;2018;20.90666667
01/05/2008;11025010;5.88;-76.08;2018;20.3483871
01/06/2008;11025010;5.88;-76.08;2018;21.07586207
01/07/2008;11025010;5.88;-76.08;2018;20.81290323
01/08/2008;11025010;5.88;-76.08;2018;20.36551724
01/09/2008;11025010;5.88;-76.08;2018;20.77857143
01/10/2008;11025010;5.88;-76.08;2018;20.5862069
01/11/2008;11025010;5.88;-76.08;2018;19.74666667
01/12/2008;11025010;5.88;-76.08;2018;20.10344828
01/01/2009;11025010;5.88;-76.08;2018;20.64137931
01/02/2009;11025010;5.88;-76.08;2018;21.28
01/03/2009;11025010;5.88;-76.08;2018;20.77857143
01/04/2009;11025010;5.88;-76.08;2018;21.51333333
01/05/2009;11025010;5.88;-76.08;2018;21.31724138
01/06/2009;11025010;5.88;-76.08;2018;21.24285714
01/07/2009;11025010;5.88;-76.08;2018;22.43333333
01/08/2009;11025010;5.88;-76.08;2018;21.56666667
01/09/2009;11025010;5.88;-76.08;2018;21.75
01/10/2009;11025010;5.88;-76.08;2018;21.10666667
01/11/2009;11025010;5.88;-76.08;2018;21.48275862
01/12/2009;11025010;5.88;-76.08;2018;21.16666667
01/01/2010;11025010;5.88;-76.08;2018;22.29677419
01/02/2010;11025010;5.88;-76.08;2018;21.97777778
01/03/2010;11025010;5.88;-76.08;2018;22.02068966
01/04/2010;11025010;5.88;-76.08;2018;21.76551724
01/05/2010;11025010;5.88;-76.08;2018;21.62580645
01/06/2010;11025010;5.88;-76.08;2018;20.90666667
01/07/2010;11025010;5.88;-76.08;2018;20.61612903
01/08/2010;11025010;5.88;-76.08;2018;21.09677419
01/09/2010;11025010;5.88;-76.08;2018;20.91333333
01/10/2010;11025010;5.88;-76.08;2018;20.83225806
01/11/2010;11025010;5.88;-76.08;2018;20.37931034
01/12/2010;11025010;5.88;-76.08;2018;20.62
01/01/2011;11025010;5.88;-76.08;2018;21.04137931
01/02/2011;11025010;5.88;-76.08;2018;20.45
01/03/2011;11025010;5.88;-76.08;2018;20.6
01/04/2011;11025010;5.88;-76.08;2018;20.52
01/05/2011;11025010;5.88;-76.08;2018;21.01935484
01/06/2011;11025010;5.88;-76.08;2018;21.37241379
01/07/2011;11025010;5.88;-76.08;2018;21
01/08/2011;11025010;5.88;-76.08;2018;21.18064516
01/09/2011;11025010;5.88;-76.08;2018;21.54666667
01/10/2011;11025010;5.88;-76.08;2018;20.57777778
01/11/2011;11025010;5.88;-76.08;2018;20.18666667
01/12/2011;11025010;5.88;-76.08;2018;20.45185185
01/01/2012;11025010;5.88;-76.08;2018;21.01935484
01/02/2012;11025010;5.88;-76.08;2018;21.28571429
01/03/2012;11025010;5.88;-76.08;2018;21.46451613
01/04/2012;11025010;5.88;-76.08;2018;21
01/05/2012;11025010;5.88;-76.08;2018;21.42758621
01/06/2012;11025010;5.88;-76.08;2018;21.02962963
01/07/2012;11025010;5.88;-76.08;2018;21.92903226
01/08/2012;11025010;5.88;-76.08;2018;21.54193548
01/09/2012;11025010;5.88;-76.08;2018;21.53103448
01/10/2012;11025010;5.88;-76.08;2018;21.0962963
01/11/2012;11025010;5.88;-76.08;2018;20.85333333
01/12/2012;11025010;5.88;-76.08;2018;21.02758621
01/01/2013;11025010;5.88;-76.08;2018;21.048
01/02/2013;11025010;5.88;-76.08;2018;21.51538462
01/03/2013;11025010;5.88;-76.08;2018;21.85925926
01/04/2013;11025010;5.88;-76.08;2018;21.888
01/05/2013;11025010;5.88;-76.08;2018;20.97931034
01/06/2013;11025010;5.88;-76.08;2018;22.216
01/07/2013;11025010;5.88;-76.08;2018;22.44444444
01/08/2013;11025010;5.88;-76.08;2018;21.60869565
01/09/2013;11025010;5.88;-76.08;2018;21.9826087
01/10/2013;11025010;5.88;-76.08;2018;21.20714286
01/11/2013;11025010;5.88;-76.08;2018;21.43076923
01/12/2013;11025010;5.88;-76.08;2018;21.31538462
01/01/2014;11025010;5.88;-76.08;2018;22.08695652
01/02/2014;11025010;5.88;-76.08;2018;21.075
01/03/2014;11025010;5.88;-76.08;2018;21.94814815
01/04/2014;11025010;5.88;-76.08;2018;22.03809524
01/05/2014;11025010;5.88;-76.08;2018;21.85384615
01/06/2014;11025010;5.88;-76.08;2018;22.39230769
01/07/2014;11025010;5.88;-76.08;2018;22.92592593
01/08/2014;11025010;5.88;-76.08;2018;21.84285714
01/09/2014;11025010;5.88;-76.08;2018;21.675
01/10/2014;11025010;5.88;-76.08;2018;22.15
01/11/2014;11025010;5.88;-76.08;2018;21.86666667
01/12/2014;11025010;5.88;-76.08;2018;21.3
01/01/2001;11075020;6.3;-76.14;1833;22.06451613
01/02/2001;11075020;6.3;-76.14;1833;22.27857143
01/03/2001;11075020;6.3;-76.14;1833;22.39354839
01/04/2001;11075020;6.3;-76.14;1833;22.4137931
01/05/2001;11075020;6.3;-76.14;1833;22.30967742
01/06/2001;11075020;6.3;-76.14;1833;22.94
01/07/2001;11075020;6.3;-76.14;1833;22.77419355
01/08/2001;11075020;6.3;-76.14;1833;23.67741935
01/09/2001;11075020;6.3;-76.14;1833;22.23333333
01/10/2001;11075020;6.3;-76.14;1833;22.32857143
01/11/2001;11075020;6.3;-76.14;1833;21.91333333
01/12/2001;11075020;6.3;-76.14;1833;22.30967742
01/01/2002;11075020;6.3;-76.14;1833;23.50967742
01/02/2002;11075020;6.3;-76.14;1833;23.02857143
01/03/2002;11075020;6.3;-76.14;1833;23.13548387
01/04/2002;11075020;6.3;-76.14;1833;22.94285714
01/05/2002;11075020;6.3;-76.14;1833;23.01935484
01/06/2002;11075020;6.3;-76.14;1833;23.0137931
01/07/2002;11075020;6.3;-76.14;1833;22.52903226
01/08/2002;11075020;6.3;-76.14;1833;23.3483871
01/09/2002;11075020;6.3;-76.14;1833;22.64
01/10/2002;11075020;6.3;-76.14;1833;22.45806452
01/11/2002;11075020;6.3;-76.14;1833;23.19310345
01/12/2002;11075020;6.3;-76.14;1833;22.5
01/01/2003;11075020;6.3;-76.14;1833;23.65806452
01/02/2003;11075020;6.3;-76.14;1833;22.77857143
01/03/2003;11075020;6.3;-76.14;1833;22.88387097
01/04/2003;11075020;6.3;-76.14;1833;22.92666667
01/05/2003;11075020;6.3;-76.14;1833;22.96774194
01/06/2003;11075020;6.3;-76.14;1833;22.50666667
01/07/2003;11075020;6.3;-76.14;1833;23.09677419
01/08/2003;11075020;6.3;-76.14;1833;22.93333333
01/09/2003;11075020;6.3;-76.14;1833;22.77333333
01/10/2003;11075020;6.3;-76.14;1833;22.03225806
01/11/2003;11075020;6.3;-76.14;1833;22.74666667
01/12/2003;11075020;6.3;-76.14;1833;22.22068966
01/01/2004;11075020;6.3;-76.14;1833;22.67741935
01/02/2004;11075020;6.3;-76.14;1833;23.40689655
01/03/2004;11075020;6.3;-76.14;1833;23.93333333
01/04/2004;11075020;6.3;-76.14;1833;22.84
01/05/2004;11075020;6.3;-76.14;1833;22.45806452
01/06/2004;11075020;6.3;-76.14;1833;23.06
01/07/2004;11075020;6.3;-76.14;1833;22.46206897
01/08/2004;11075020;6.3;-76.14;1833;22.63870968
01/09/2004;11075020;6.3;-76.14;1833;22.46666667
01/10/2004;11075020;6.3;-76.14;1833;21.79354839
01/11/2004;11075020;6.3;-76.14;1833;22.47333333
01/12/2004;11075020;6.3;-76.14;1833;22.61290323
01/01/2005;11075020;6.3;-76.14;1833;22.55483871
01/02/2005;11075020;6.3;-76.14;1833;23.01481481
01/03/2005;11075020;6.3;-76.14;1833;22.85806452
01/04/2005;11075020;6.3;-76.14;1833;23.04
01/05/2005;11075020;6.3;-76.14;1833;22.73548387
01/06/2005;11075020;6.3;-76.14;1833;22.76
01/07/2005;11075020;6.3;-76.14;1833;23.19354839
01/08/2005;11075020;6.3;-76.14;1833;22.66451613
01/09/2005;11075020;6.3;-76.14;1833;22.54
01/10/2005;11075020;6.3;-76.14;1833;22.18064516
01/11/2005;11075020;6.3;-76.14;1833;21.72666667
01/12/2005;11075020;6.3;-76.14;1833;21.96774194
01/01/2006;11075020;6.3;-76.14;1833;22.85806452
01/02/2006;11075020;6.3;-76.14;1833;23.54814815
01/03/2006;11075020;6.3;-76.14;1833;23.04516129
01/04/2006;11075020;6.3;-76.14;1833;22.72666667
01/05/2006;11075020;6.3;-76.14;1833;23.07096774
01/06/2006;11075020;6.3;-76.14;1833;23.25333333
01/07/2006;11075020;6.3;-76.14;1833;22.58
01/08/2006;11075020;6.3;-76.14;1833;22.95333333
01/09/2006;11075020;6.3;-76.14;1833;23.05333333
01/10/2006;11075020;6.3;-76.14;1833;22.28
01/11/2006;11075020;6.3;-76.14;1833;21.88666667
01/12/2006;11075020;6.3;-76.14;1833;22.36129032
01/01/2007;11075020;6.3;-76.14;1833;22.56842105
01/02/2007;11075020;6.3;-76.14;1833;23.38571429
01/03/2007;11075020;6.3;-76.14;1833;22.56774194
01/04/2007;11075020;6.3;-76.14;1833;22.17333333
01/05/2007;11075020;6.3;-76.14;1833;22.18064516
01/06/2007;11075020;6.3;-76.14;1833;22.98
01/07/2007;11075020;6.3;-76.14;1833;22.29032258
01/08/2007;11075020;6.3;-76.14;1833;21.53548387
01/09/2007;11075020;6.3;-76.14;1833;22.02
01/10/2007;11075020;6.3;-76.14;1833;21.32903226
01/11/2007;11075020;6.3;-76.14;1833;22.21333333
01/12/2007;11075020;6.3;-76.14;1833;21.7483871
01/01/2008;11075020;6.3;-76.14;1833;21.83225806
01/02/2008;11075020;6.3;-76.14;1833;21.27586207
01/03/2008;11075020;6.3;-76.14;1833;21.77419355
01/04/2008;11075020;6.3;-76.14;1833;22.16666667
01/05/2008;11075020;6.3;-76.14;1833;21.40645161
01/06/2008;11075020;6.3;-76.14;1833;22.00666667
01/07/2008;11075020;6.3;-76.14;1833;22.45806452
01/08/2008;11075020;6.3;-76.14;1833;21.6516129
01/09/2008;11075020;6.3;-76.14;1833;22.1
01/10/2008;11075020;6.3;-76.14;1833;21.94193548
01/11/2008;11075020;6.3;-76.14;1833;21.03333333
01/12/2008;11075020;6.3;-76.14;1833;21.38709677
01/01/2009;11075020;6.3;-76.14;1833;21.62580645
01/02/2009;11075020;6.3;-76.14;1833;22.25
01/03/2009;11075020;6.3;-76.14;1833;22.18709677
01/04/2009;11075020;6.3;-76.14;1833;22.67333333
01/05/2009;11075020;6.3;-76.14;1833;22.56774194
01/06/2009;11075020;6.3;-76.14;1833;22.44666667
01/07/2009;11075020;6.3;-76.14;1833;23.40645161
01/08/2009;11075020;6.3;-76.14;1833;22.47096774
01/09/2009;11075020;6.3;-76.14;1833;23.14666667
01/10/2009;11075020;6.3;-76.14;1833;22.26451613
01/11/2009;11075020;6.3;-76.14;1833;22.83333333
01/12/2009;11075020;6.3;-76.14;1833;22.41935484
01/01/2010;11075020;6.3;-76.14;1833;23.89677419
01/02/2010;11075020;6.3;-76.14;1833;23.11428571
01/03/2010;11075020;6.3;-76.14;1833;23.28387097
01/04/2010;11075020;6.3;-76.14;1833;22.9862069
01/05/2010;11075020;6.3;-76.14;1833;23.08
01/06/2010;11075020;6.3;-76.14;1833;22.21333333
01/07/2010;11075020;6.3;-76.14;1833;22.00666667
01/08/2010;11075020;6.3;-76.14;1833;22.15333333
01/09/2010;11075020;6.3;-76.14;1833;22.10666667
01/10/2010;11075020;6.3;-76.14;1833;21.63333333
01/11/2010;11075020;6.3;-76.14;1833;21.40666667
01/12/2010;11075020;6.3;-76.14;1833;21.53548387
01/01/2011;11075020;6.3;-76.14;1833;22.17037037
01/02/2011;11075020;6.3;-76.14;1833;22.29090909
01/03/2011;11075020;6.3;-76.14;1833;22.11428571
01/04/2011;11075020;6.3;-76.14;1833;21.91111111
01/05/2011;11075020;6.3;-76.14;1833;22.15
01/06/2011;11075020;6.3;-76.14;1833;23.1037037
01/07/2011;11075020;6.3;-76.14;1833;21.87692308
01/08/2011;11075020;6.3;-76.14;1833;22.87857143
01/09/2011;11075020;6.3;-76.14;1833;22.93333333
01/10/2011;11075020;6.3;-76.14;1833;22.82222222
01/11/2011;11075020;6.3;-76.14;1833;22.48888889
01/12/2011;11075020;6.3;-76.14;1833;22.35555556
01/01/2012;11075020;6.3;-76.14;1833;23.2
01/02/2012;11075020;6.3;-76.14;1833;22.4
01/03/2012;11075020;6.3;-76.14;1833;22.4
01/04/2012;11075020;6.3;-76.14;1833;22.6
01/05/2012;11075020;6.3;-76.14;1833;20.2
01/06/2012;11075020;6.3;-76.14;1833;20.4
01/07/2012;11075020;6.3;-76.14;1833;20.8
01/08/2012;11075020;6.3;-76.14;1833;21.2
01/09/2012;11075020;6.3;-76.14;1833;22.4
01/10/2012;11075020;6.3;-76.14;1833;22.4
01/11/2012;11075020;6.3;-76.14;1833;22.4
01/12/2012;11075020;6.3;-76.14;1833;21.31538462
01/01/2013;11075020;6.3;-76.14;1833;21.99333333
01/02/2013;11075020;6.3;-76.14;1833;21.57142857
01/03/2013;11075020;6.3;-76.14;1833;21.99130435
01/04/2013;11075020;6.3;-76.14;1833;21.92413793
01/05/2013;11075020;6.3;-76.14;1833;21.27741935
01/06/2013;11075020;6.3;-76.14;1833;21.91034483
01/07/2013;11075020;6.3;-76.14;1833;22.28965517
01/08/2013;11075020;6.3;-76.14;1833;21.44
01/09/2013;11075020;6.3;-76.14;1833;21.73333333
01/10/2013;11075020;6.3;-76.14;1833;21.5037037
01/11/2013;11075020;6.3;-76.14;1833;20.98461538
01/12/2013;11075020;6.3;-76.14;1833;21.39090909
01/01/2014;11075020;6.3;-76.14;1833;22.14117647
01/02/2014;11075020;6.3;-76.14;1833;21.42
01/03/2014;11075020;6.3;-76.14;1833;24.42857143
01/04/2014;11075020;6.3;-76.14;1833;25.56842105
01/05/2014;11075020;6.3;-76.14;1833;20.6
01/06/2014;11075020;6.3;-76.14;1833;21
01/07/2014;11075020;6.3;-76.14;1833;25.2
01/08/2014;11075020;6.3;-76.14;1833;24
01/09/2014;11075020;6.3;-76.14;1833;24.1
01/10/2014;11075020;6.3;-76.14;1833;24.7
01/11/2014;11075020;6.3;-76.14;1833;22.8
01/12/2014;11075020;6.3;-76.14;1833;23.3
01/01/2001;11115020;6.76;-76.03;1294;26.59354839
01/02/2001;11115020;6.76;-76.03;1294;27.09285714
01/03/2001;11115020;6.76;-76.03;1294;26.89677419
01/04/2001;11115020;6.76;-76.03;1294;26.74666667
01/05/2001;11115020;6.76;-76.03;1294;26.65806452
01/06/2001;11115020;6.76;-76.03;1294;27.44666667
01/07/2001;11115020;6.76;-76.03;1294;26.71612903
01/08/2001;11115020;6.76;-76.03;1294;28.34193548
01/09/2001;11115020;6.76;-76.03;1294;26.73333333
01/10/2001;11115020;6.76;-76.03;1294;26.44516129
01/11/2001;11115020;6.76;-76.03;1294;26.28275862
01/12/2001;11115020;6.76;-76.03;1294;26.41935484
01/01/2002;11115020;6.76;-76.03;1294;28.02580645
01/02/2002;11115020;6.76;-76.03;1294;28.08571429
01/03/2002;11115020;6.76;-76.03;1294;27.90322581
01/04/2002;11115020;6.76;-76.03;1294;26.99333333
01/05/2002;11115020;6.76;-76.03;1294;27.12903226
01/06/2002;11115020;6.76;-76.03;1294;27.04666667
01/07/2002;11115020;6.76;-76.03;1294;26.89677419
01/08/2002;11115020;6.76;-76.03;1294;28.18709677
01/09/2002;11115020;6.76;-76.03;1294;26.98
01/10/2002;11115020;6.76;-76.03;1294;26.63870968
01/11/2002;11115020;6.76;-76.03;1294;27.22758621
01/12/2002;11115020;6.76;-76.03;1294;26.83448276
01/01/2003;11115020;6.76;-76.03;1294;28.32258065
01/02/2003;11115020;6.76;-76.03;1294;27.85925926
01/03/2003;11115020;6.76;-76.03;1294;27.42580645
01/04/2003;11115020;6.76;-76.03;1294;26.91724138
01/05/2003;11115020;6.76;-76.03;1294;26.57419355
01/06/2003;11115020;6.76;-76.03;1294;26.26206897
01/07/2003;11115020;6.76;-76.03;1294;27
01/08/2003;11115020;6.76;-76.03;1294;26.95862069
01/09/2003;11115020;6.76;-76.03;1294;26.96551724
01/10/2003;11115020;6.76;-76.03;1294;26.55483871
01/11/2003;11115020;6.76;-76.03;1294;26.60666667
01/12/2003;11115020;6.76;-76.03;1294;26.47857143
01/01/2004;11115020;6.76;-76.03;1294;27.64285714
01/02/2004;11115020;6.76;-76.03;1294;27.5862069
01/03/2004;11115020;6.76;-76.03;1294;29.64827586
01/04/2004;11115020;6.76;-76.03;1294;27.06428571
01/05/2004;11115020;6.76;-76.03;1294;26.592
01/06/2004;11115020;6.76;-76.03;1294;27.74285714
01/07/2004;11115020;6.76;-76.03;1294;26.69032258
01/08/2004;11115020;6.76;-76.03;1294;27.42
01/09/2004;11115020;6.76;-76.03;1294;26.36666667
01/10/2004;11115020;6.76;-76.03;1294;26.04333333
01/11/2004;11115020;6.76;-76.03;1294;26.55172414
01/12/2004;11115020;6.76;-76.03;1294;26.74333333
01/01/2005;11115020;6.76;-76.03;1294;27.48666667
01/02/2005;11115020;6.76;-76.03;1294;28.26428571
01/03/2005;11115020;6.76;-76.03;1294;28.05333333
01/04/2005;11115020;6.76;-76.03;1294;27.47586207
01/05/2005;11115020;6.76;-76.03;1294;27.07741935
01/06/2005;11115020;6.76;-76.03;1294;27.05333333
01/07/2005;11115020;6.76;-76.03;1294;27.32903226
01/08/2005;11115020;6.76;-76.03;1294;27.00645161
01/09/2005;11115020;6.76;-76.03;1294;26.92
01/10/2005;11115020;6.76;-76.03;1294;26.5
01/11/2005;11115020;6.76;-76.03;1294;26.22
01/12/2005;11115020;6.76;-76.03;1294;26.58
01/01/2006;11115020;6.76;-76.03;1294;27.18064516
01/02/2006;11115020;6.76;-76.03;1294;27.93333333
01/03/2006;11115020;6.76;-76.03;1294;27.40645161
01/04/2006;11115020;6.76;-76.03;1294;26.48666667
01/05/2006;11115020;6.76;-76.03;1294;27.06451613
01/06/2006;11115020;6.76;-76.03;1294;27.64137931
01/07/2006;11115020;6.76;-76.03;1294;26.40322581
01/08/2006;11115020;6.76;-76.03;1294;27.22903226
01/09/2006;11115020;6.76;-76.03;1294;26.80666667
01/10/2006;11115020;6.76;-76.03;1294;26.55333333
01/11/2006;11115020;6.76;-76.03;1294;26.37333333
01/12/2006;11115020;6.76;-76.03;1294;26.64516129
01/01/2007;11115020;6.76;-76.03;1294;27.60645161
01/02/2007;11115020;6.76;-76.03;1294;28.92142857
01/03/2007;11115020;6.76;-76.03;1294;27.09677419
01/04/2007;11115020;6.76;-76.03;1294;26.88965517
01/05/2007;11115020;6.76;-76.03;1294;26.57391304
01/06/2007;11115020;6.76;-76.03;1294;26.99333333
01/07/2007;11115020;6.76;-76.03;1294;26.98709677
01/08/2007;11115020;6.76;-76.03;1294;26.32903226
01/09/2007;11115020;6.76;-76.03;1294;28.30666667
01/10/2007;11115020;6.76;-76.03;1294;26.78709677
01/11/2007;11115020;6.76;-76.03;1294;26.82666667
01/12/2007;11115020;6.76;-76.03;1294;26.69677419
01/01/2008;11115020;6.76;-76.03;1294;26.64666667
01/02/2008;11115020;6.76;-76.03;1294;26.55714286
01/03/2008;11115020;6.76;-76.03;1294;26.42857143
01/04/2008;11115020;6.76;-76.03;1294;27.19230769
01/05/2008;11115020;6.76;-76.03;1294;26.13793103
01/06/2008;11115020;6.76;-76.03;1294;26.58571429
01/07/2008;11115020;6.76;-76.03;1294;26.72413793
01/08/2008;11115020;6.76;-76.03;1294;26.67333333
01/09/2008;11115020;6.76;-76.03;1294;27.55333333
01/10/2008;11115020;6.76;-76.03;1294;26.65333333
01/11/2008;11115020;6.76;-76.03;1294;25.82068966
01/12/2008;11115020;6.76;-76.03;1294;26.41333333
01/01/2009;11115020;6.76;-76.03;1294;26.73793103
01/02/2009;11115020;6.76;-76.03;1294;27.60714286
01/03/2009;11115020;6.76;-76.03;1294;27.56129032
01/04/2009;11115020;6.76;-76.03;1294;27.64444444
01/05/2009;11115020;6.76;-76.03;1294;27.89677419
01/06/2009;11115020;6.76;-76.03;1294;27.26896552
01/07/2009;11115020;6.76;-76.03;1294;28.24516129
01/08/2009;11115020;6.76;-76.03;1294;27.09032258
01/09/2009;11115020;6.76;-76.03;1294;27.66666667
01/10/2009;11115020;6.76;-76.03;1294;26.8516129
01/11/2009;11115020;6.76;-76.03;1294;27.02666667
01/12/2009;11115020;6.76;-76.03;1294;26.61935484
01/01/2010;11115020;6.76;-76.03;1294;29.94166667
01/02/2010;11115020;6.76;-76.03;1294;29.08571429
01/03/2010;11115020;6.76;-76.03;1294;28.56666667
01/04/2010;11115020;6.76;-76.03;1294;28.02608696
01/05/2010;11115020;6.76;-76.03;1294;27.5375
01/06/2010;11115020;6.76;-76.03;1294;28.32
01/07/2010;11115020;6.76;-76.03;1294;29.2
01/08/2010;11115020;6.76;-76.03;1294;28.36
01/09/2010;11115020;6.76;-76.03;1294;28.2
01/10/2010;11115020;6.76;-76.03;1294;28.08
01/11/2010;11115020;6.76;-76.03;1294;27.68
01/12/2010;11115020;6.76;-76.03;1294;28.08
01/01/2011;11115020;6.76;-76.03;1294;28.08
01/02/2011;11115020;6.76;-76.03;1294;28.08
01/03/2011;11115020;6.76;-76.03;1294;28.08
01/04/2011;11115020;6.76;-76.03;1294;28.08
01/05/2011;11115020;6.76;-76.03;1294;28.08
01/06/2011;11115020;6.76;-76.03;1294;28.08
01/07/2011;11115020;6.76;-76.03;1294;28.08
01/08/2011;11115020;6.76;-76.03;1294;28.08
01/09/2011;11115020;6.76;-76.03;1294;28.08
01/10/2011;11115020;6.76;-76.03;1294;28.08
01/11/2011;11115020;6.76;-76.03;1294;28.08
01/12/2011;11115020;6.76;-76.03;1294;28.08
01/01/2012;11115020;6.76;-76.03;1294;26.77142857
01/02/2012;11115020;6.76;-76.03;1294;27.1
01/03/2012;11115020;6.76;-76.03;1294;25.575
01/04/2012;11115020;6.76;-76.03;1294;26.62857143
01/05/2012;11115020;6.76;-76.03;1294;26.68333333
01/06/2012;11115020;6.76;-76.03;1294;27.544
01/07/2012;11115020;6.76;-76.03;1294;28.0962963
01/08/2012;11115020;6.76;-76.03;1294;27.064
01/09/2012;11115020;6.76;-76.03;1294;27.408
01/10/2012;11115020;6.76;-76.03;1294;26.8
01/11/2012;11115020;6.76;-76.03;1294;26.648
01/12/2012;11115020;6.76;-76.03;1294;26.95384615
01/01/2013;11115020;6.76;-76.03;1294;27.26451613
01/02/2013;11115020;6.76;-76.03;1294;27.34285714
01/03/2013;11115020;6.76;-76.03;1294;27.32258065
01/04/2013;11115020;6.76;-76.03;1294;26.67586207
01/05/2013;11115020;6.76;-76.03;1294;25.83870968
01/06/2013;11115020;6.76;-76.03;1294;26.43333333
01/07/2013;11115020;6.76;-76.03;1294;27.21290323
01/08/2013;11115020;6.76;-76.03;1294;27.43636364
