,LandCover,Wind,DEM,NDVI,Clouds,Temp,Eva,Eva_plant,AirTempCategory
381916,50.0,1.0281185,1079.0,0.63,0.92122835,18.655792,-0.0028601906,-2.0185034e-06,0
381968,30.0,0.8268456,493.0,0.66,0.9390286,21.416779,-0.0025701227,-2.8879569e-05,0
382043,40.0,0.9525669,2359.0,0.7,0.93548155,16.574371,-0.0028668453,-6.3197854e-06,0
382054,50.0,1.1741749,1174.0,0.78,0.9179801,22.473297,-0.0033482143,-1.7551596e-06,0
382180,50.0,1.0414773,1826.0,0.61,0.9256589,18.482452,-0.0028205782,-0.00025588193,0
382226,10.0,0.93891126,2012.0,0.72,0.9572836,17.43216,-0.0029124788,4.656613e-10,0
382238,60.0,0.93891126,1692.0,0.38,0.9321554,17.115784,-0.0029721614,-1.1406908e-06,0
382369,190.0,0.9374269,1489.0,0.59,0.92738694,17.071655,-0.0029450138,-1.6673783e-06,0
382376,30.0,1.0114942,2006.0,0.66,0.93505275,17.39206,-0.0030305763,-0.0002822163,0
382438,30.0,0.9789877,2475.0,0.7,0.9332208,16.466522,-0.002801353,-1.7551596e-06,0
382446,50.0,1.1127243,1955.0,0.8,0.9203578,20.284485,-0.003104942,-5.262219e-07,0
382505,10.0,0.994573,2121.0,0.7,0.93509173,16.075714,-0.002758783,-8.7315605e-08,0
382560,40.0,0.84139186,1262.0,0.79,0.9326231,19.295685,-0.0029950836,4.656613e-10,1
382567,50.0,0.9509342,2592.0,0.6,0.92754287,17.293121,-0.002829557,-4.3844065e-07,0
382709,50.0,1.0912018,1120.0,0.86,0.9207346,20.932404,-0.00312216,4.656613e-10,0
382821,50.0,0.9314897,1845.0,0.59,0.94432974,18.412933,-0.0028867044,-2.115482e-05,0
382837,50.0,1.013127,2368.0,0.73,0.9413673,16.53247,-0.0032014903,4.656613e-10,1
382896,50.0,0.9093734,737.0,0.74,0.932818,20.081268,-0.0029099437,4.656613e-10,0
383027,30.0,0.8942334,805.0,0.73,0.934715,18.027496,-0.0028886057,4.656613e-10,0
383089,50.0,0.8813199,1225.0,0.79,0.94426477,16.063263,-0.0030219145,4.656613e-10,0
383157,40.0,0.8980926,2469.0,0.69,0.9413933,15.538788,-0.003029203,4.656613e-10,0
383865,40.0,2.0761924,39.0,0.78,0.6150635,26.94986,-0.003945674,-2.8967352e-05,0
383866,40.0,2.0093982,49.0,0.76,0.6183767,27.01001,-0.0038577872,-9.655473e-06,0
384788,40.0,1.8741772,14.0,0.78,0.7073261,26.354065,-0.003686345,-1.220113e-05,0
384855,50.0,1.6013603,45.0,0.79,0.7370539,26.250702,-0.0035578955,4.656613e-10,0
384856,11.0,1.4778655,79.0,0.8,0.7508004,26.047516,-0.00356867,4.656613e-10,0
384890,120.0,1.0110489,78.0,0.75,0.6472079,26.406647,-0.0033100809,-7.895657e-07,0
385738,50.0,0.96206653,1578.0,0.63,0.78695965,19.922638,-0.0031883917,4.656613e-10,0
385866,40.0,0.93876284,1168.0,0.79,0.8200136,18.781464,-0.003047372,4.656613e-10,0
385876,50.0,1.0554298,1234.0,0.79,0.7637283,20.935944,-0.0031868073,4.656613e-10,0
385951,50.0,1.3335903,771.0,0.76,0.6934497,23.899231,-0.0034779315,4.656613e-10,0
386185,50.0,0.9193183,1587.0,0.78,0.8733365,18.934296,-0.0029074084,-2.7650633e-05,0
386198,40.0,1.0171345,2765.0,0.75,0.79661334,16.433105,-0.0029781824,4.656613e-10,0
386254,50.0,0.8755311,1444.0,0.8,0.83174616,18.339417,-0.003049907,-8.1631915e-06,0
386257,120.0,0.8874056,807.0,0.76,0.80769634,19.777832,-0.0030734632,-4.56416e-06,0
386279,130.0,1.2840141,1138.0,0.8,0.7036101,22.494232,-0.0035648672,4.656613e-10,1
386536,50.0,1.0975844,1079.0,0.74,0.7457981,18.76007,-0.0028984295,-2.4574097e-06,0
386588,30.0,0.851782,493.0,0.7,0.7720048,21.845886,-0.002877303,-3.230304e-05,0
386663,40.0,1.0085256,2359.0,0.72,0.79090947,16.526245,-0.0030269849,-7.1098166e-06,0
386674,50.0,1.2469063,1174.0,0.78,0.7296739,22.705017,-0.0034540584,-1.9307222e-06,0
386800,50.0,1.1164352,1826.0,0.7,0.77651334,18.520325,-0.0029037113,-0.00028379637,0
386846,10.0,0.9396534,2012.0,0.73,0.8633449,17.615753,-0.0030716674,4.656613e-10,0
386858,60.0,0.9730505,1692.0,0.39,0.80174553,17.262817,-0.0032174408,-1.228472e-06,0
386989,190.0,0.96206653,1489.0,0.59,0.79697716,17.261475,-0.0031728637,-1.8429408e-06,0
386996,30.0,1.0805148,2006.0,0.68,0.8167264,17.43573,-0.0030706113,-0.00031092076,0
387058,30.0,1.0189158,2475.0,0.74,0.81711614,16.51242,-0.0028636763,-1.9307222e-06,0
387066,50.0,1.1844167,1955.0,0.73,0.76921135,20.434204,-0.0031457162,-6.1400317e-07,0
387125,10.0,1.037915,2121.0,0.73,0.81753194,16.12564,-0.0027275158,-8.7315605e-08,0
387180,40.0,0.86751574,1262.0,0.81,0.7987572,19.634338,-0.003172758,4.656613e-10,0
387187,50.0,0.97527695,2592.0,0.79,0.8012518,17.45935,-0.0029563163,-5.262219e-07,0
387329,50.0,1.1499807,1120.0,0.82,0.7646898,21.12445,-0.003115822,4.656613e-10,0
387441,50.0,0.93802065,1845.0,0.75,0.85968095,18.575592,-0.0029904358,-2.255932e-05,0
387457,50.0,1.0748744,2368.0,0.77,0.8139069,16.634521,-0.0032306449,4.656613e-10,0
387516,50.0,0.9215448,737.0,0.73,0.82196254,20.294281,-0.0030127245,4.656613e-10,0
387647,30.0,0.89334285,805.0,0.76,0.83429277,18.154938,-0.0029589573,4.656613e-10,0
387709,50.0,0.8752342,1225.0,0.8,0.86555374,16.34488,-0.0030511748,4.656613e-10,0
387777,40.0,0.88933516,2469.0,0.78,0.85959,15.714783,-0.0030808575,4.656613e-10,0
388485,40.0,3.6752431,39.0,0.7,0.4699847,27.418182,-0.003572684,-3.6253197e-05,0
388486,40.0,3.4439871,49.0,0.7,0.48054793,27.406586,-0.0036358526,-1.2113349e-05,0
389408,40.0,3.1980364,14.0,0.78,0.54429114,27.025604,-0.0039215893,-1.5185693e-05,0
389475,50.0,2.711033,45.0,0.77,0.5898443,26.842468,-0.0038873644,4.656613e-10,1
389476,11.0,2.46909,79.0,0.76,0.62119615,26.475739,-0.0039644763,4.656613e-10,1
389510,120.0,1.1695735,78.0,0.7,0.41644093,27.2034,-0.0036810634,-9.651283e-07,0
390358,50.0,1.1753623,1578.0,0.76,0.64447945,20.24884,-0.0037388445,4.656613e-10,0
390486,40.0,1.165269,1168.0,0.73,0.6930599,19.052826,-0.0035564166,4.656613e-10,0
390496,50.0,1.2886155,1234.0,0.76,0.5742528,21.459106,-0.0037353586,4.656613e-10,0
390571,50.0,1.5725647,771.0,0.73,0.4880968,24.994537,-0.003573001,4.656613e-10,0
390805,50.0,1.099514,1587.0,0.79,0.7192016,19.472595,-0.0034046222,-2.9055132e-05,0
390818,40.0,1.3239422,2765.0,0.72,0.5918062,16.783783,-0.003448988,4.656613e-10,0
390874,50.0,1.0650779,1444.0,0.8,0.6693479,18.822876,-0.0035891628,-8.689879e-06,1
390877,120.0,1.1155446,807.0,0.73,0.63404614,20.398987,-0.003640606,-5.0030662e-06,0
390899,130.0,1.5698929,1138.0,0.74,0.49651623,23.40506,-0.0040351446,4.656613e-10,1
391156,50.0,1.3766353,1079.0,0.74,0.540887,19.269379,-0.0030849772,-2.6329722e-06,1
391208,30.0,1.0751712,493.0,0.67,0.5406921,22.746002,-0.0036736692,-3.6165417e-05,0
391283,40.0,1.348285,2359.0,0.69,0.5914034,16.75705,-0.0033625804,-8.953223e-06,0
391294,50.0,1.4651004,1174.0,0.73,0.5094052,23.698273,-0.003928561,-2.0185034e-06,0
391420,50.0,1.3546674,1826.0,0.7,0.5676914,18.970398,-0.0032539899,-0.0003477889,0
391466,10.0,1.045485,2012.0,0.73,0.6901235,18.30954,-0.0038407804,4.656613e-10,0
391478,60.0,1.2899514,1692.0,0.37,0.5938071,17.795319,-0.0038180691,-1.5795971e-06,1
391609,190.0,1.258484,1489.0,0.56,0.579333,17.931244,-0.0037975765,-2.2818472e-06,1
391616,30.0,1.3657998,2006.0,0.72,0.6131535,17.86084,-0.003465995,-0.00038650044,0
391678,30.0,1.3747057,2475.0,0.73,0.6129457,17.034668,-0.003302264,-2.4574097e-06,0
391686,50.0,1.3304732,1955.0,0.76,0.53911996,21.013489,-0.0034935651,-7.017845e-07,0
391745,10.0,1.3994937,2121.0,0.72,0.6091387,16.649658,-0.0030728295,-8.7315605e-08,0
391800,40.0,1.0276732,1262.0,0.78,0.56311786,20.38028,-0.0036033175,4.656613e-10,1
391807,50.0,1.2997478,2592.0,0.82,0.577462,17.975342,-0.0036034232,-6.1400317e-07,0
391949,50.0,1.3447225,1120.0,0.82,0.5334421,21.619965,-0.0034132842,4.656613e-10,0
392061,50.0,1.0252982,1845.0,0.76,0.6847834,19.204773,-0.0037688443,-2.8440663e-05,0
392077,50.0,1.4303675,2368.0,0.78,0.5839325,16.920166,-0.0035843037,4.656613e-10,1
392136,50.0,1.0912018,737.0,0.65,0.57555205,21.062073,-0.003547121,4.656613e-10,1
392267,30.0,0.984925,805.0,0.75,0.58293205,18.644653,-0.0034847977,4.656613e-10,1
392329,50.0,0.9239197,1225.0,0.81,0.6637219,17.171478,-0.0036014162,4.656613e-10,1
392397,40.0,0.9396534,2469.0,0.78,0.6357742,16.469208,-0.003544269,4.656613e-10,0
393105,40.0,3.7496073,39.0,0.62,0.7756688,27.908356,-0.0029039225,-3.598985e-05,0
393106,40.0,3.5824735,49.0,0.63,0.7811908,28.059845,-0.003003323,-1.2025567e-05,0
394028,40.0,3.099478,14.0,0.79,0.80069315,27.520233,-0.003504551,-1.5273474e-05,0
394095,50.0,2.6524029,45.0,0.75,0.8246131,27.354462,-0.0036122964,4.656613e-10,0
394096,11.0,2.4253027,79.0,0.74,0.8407373,26.975708,-0.0038006399,4.656613e-10,0
394130,120.0,1.2541795,78.0,0.7,0.8059813,28.521515,-0.0035005368,-1.0529095e-06,0
394978,50.0,1.0699761,1578.0,0.72,0.8751555,20.953766,-0.0036004656,4.656613e-10,0
395106,40.0,1.0769525,1168.0,0.69,0.88656324,19.72168,-0.0034393754,4.656613e-10,0
395116,50.0,1.1774404,1234.0,0.73,0.8623834,22.152466,-0.003613564,4.656613e-10,0
395191,50.0,1.5161607,771.0,0.73,0.82638013,25.708405,-0.003443812,4.656613e-10,0
395425,50.0,1.0460787,1587.0,0.78,0.90616953,20.02069,-0.0033749393,-2.9406257e-05,0
395438,40.0,1.2090563,2765.0,0.65,0.8654368,17.326538,-0.0034205727,4.656613e-10,0
395494,50.0,0.99086225,1444.0,0.8,0.88422453,19.392365,-0.0035420505,-8.777661e-06,1
395497,120.0,1.0252982,807.0,0.68,0.8716604,21.016602,-0.003465678,-5.354191e-06,0
395519,130.0,1.4379375,1138.0,0.72,0.8300571,24.088623,-0.0039752508,4.656613e-10,0
395776,50.0,1.2883186,1079.0,0.73,0.82942045,20.037598,-0.0028739227,-2.4574097e-06,0
395828,30.0,0.9864093,493.0,0.56,0.8542109,23.45987,-0.0034273332,-3.9764447e-05,0
395903,40.0,1.2552185,2359.0,0.63,0.85065085,17.374237,-0.0034870158,-8.602098e-06,0
395914,50.0,1.377229,1174.0,0.71,0.8236256,24.270874,-0.003867611,-1.8429408e-06,0
396040,50.0,1.2995994,1826.0,0.71,0.8386844,19.64682,-0.0032247296,-0.0003441021,0
396086,10.0,1.0122364,2012.0,0.71,0.9019858,18.945892,-0.0037964145,4.656613e-10,0
396098,60.0,1.2118765,1692.0,0.33,0.8543928,18.420502,-0.0037771894,-1.5795971e-06,0
396229,190.0,1.1857526,1489.0,0.52,0.8518722,18.610779,-0.0037550065,-2.2818472e-06,0
396236,30.0,1.3068726,2006.0,0.7,0.8564067,18.479767,-0.0035198678,-0.0003843059,0
396298,30.0,1.2837173,2475.0,0.73,0.8605125,17.604614,-0.0033998687,-2.4574097e-06,0
396306,50.0,1.3073179,1955.0,0.76,0.8348515,21.816925,-0.003367334,-6.1400317e-07,0
396365,10.0,1.3034587,2121.0,0.71,0.8617728,17.208466,-0.0031928283,-8.7315605e-08,0
396420,40.0,0.95123106,1262.0,0.76,0.8604865,21.753632,-0.0031937792,4.656613e-10,0
396427,50.0,1.2060877,2592.0,0.78,0.8564327,18.842041,-0.0035271563,-6.1400317e-07,0
396569,50.0,1.2981151,1120.0,0.83,0.8368394,22.713928,-0.0032033916,4.656613e-10,0
396681,50.0,0.9923465,1845.0,0.76,0.9029863,19.961426,-0.0037479291,-2.8616227e-05,0
396697,50.0,1.3116224,2368.0,0.78,0.86315006,17.724457,-0.0037043027,4.656613e-10,0
396756,50.0,1.0157987,737.0,0.53,0.8691398,22.134644,-0.003292757,4.656613e-10,0
396887,30.0,0.9335677,805.0,0.72,0.87605196,19.70877,-0.003328461,4.656613e-10,0
396949,50.0,0.9074438,1225.0,0.81,0.90072554,18.07071,-0.003460819,4.656613e-10,0
397017,40.0,0.91145146,2469.0,0.8,0.89239705,17.308716,-0.0035433182,4.656613e-10,0
397725,40.0,3.424988,39.0,0.69,0.8123348,27.6156,-0.0037135982,-3.1249663e-05,0
397726,40.0,3.2569637,49.0,0.65,0.8209621,27.701141,-0.0037613444,-1.0445505e-05,0
398648,40.0,2.824138,14.0,0.77,0.8512096,27.264465,-0.00393173,-1.3868974e-05,0
398715,50.0,2.4214437,45.0,0.74,0.8714265,27.111603,-0.003895287,4.656613e-10,0
398716,11.0,2.214827,79.0,0.75,0.8843415,26.782318,-0.0039548636,4.656613e-10,0
398750,120.0,1.0811085,78.0,0.52,0.848585,27.377625,-0.0035897966,-8.7734696e-07,0
399598,50.0,1.0175799,1578.0,0.47,0.8826394,20.78357,-0.003404728,4.656613e-10,0
399726,40.0,1.024853,1168.0,0.69,0.8926439,19.722137,-0.0033654324,4.656613e-10,0
399736,50.0,1.1450824,1234.0,0.72,0.8708029,22.066467,-0.0034615584,4.656613e-10,0
399811,50.0,1.4989427,771.0,0.62,0.8474546,25.116638,-0.0036721902,4.656613e-10,0
400045,50.0,1.0106035,1587.0,0.74,0.9134066,20.136993,-0.0033211722,-3.0547413e-05,0
400058,40.0,1.1538398,2765.0,0.64,0.872414,17.556915,-0.003439798,4.656613e-10,1
400114,50.0,0.9675585,1444.0,0.78,0.8853939,19.527405,-0.0035133185,-9.041005e-06,0
400117,120.0,0.99709636,807.0,0.64,0.8766367,20.933716,-0.0036054302,-5.4419725e-06,0
400139,130.0,1.4425389,1138.0,0.64,0.8399837,23.802551,-0.0040903906,4.656613e-10,0
400396,50.0,1.261601,1079.0,0.72,0.843037,20.17398,-0.0030672308,-2.6329722e-06,0
400448,30.0,0.95701987,493.0,0.54,0.8516383,23.536499,-0.0036094442,-4.081782e-05,0
400523,40.0,1.1928773,2359.0,0.65,0.8599278,17.884003,-0.003554304,-8.953223e-06,1
400534,50.0,1.3712918,1174.0,0.75,0.83893126,24.011536,-0.003897505,-2.1062847e-06,0
400660,50.0,1.2724365,1826.0,0.69,0.8479743,19.891907,-0.0034226854,-0.0003609561,0
400706,10.0,0.99576044,2012.0,0.7,0.8970615,19.111206,-0.0038184917,4.656613e-10,0
400718,60.0,1.1495353,1692.0,0.33,0.86457926,18.629944,-0.004026694,-1.5795971e-06,1
400849,190.0,1.132911,1489.0,0.52,0.8616948,18.773438,-0.0040125395,-2.3696284e-06,1
400856,30.0,1.2641244,2006.0,0.69,0.8589144,18.846497,-0.0036793733,-0.00040273997,0
400918,30.0,1.2240479,2475.0,0.7,0.86933464,17.859924,-0.0035246213,-2.545191e-06,0
400926,50.0,1.293959,1955.0,0.79,0.83891827,21.8891,-0.0037359926,-7.017845e-07,0
400985,10.0,1.249875,2121.0,0.67,0.8676066,17.443726,-0.003302792,-8.7315605e-08,0
401040,40.0,0.9283726,1262.0,0.75,0.85046893,22.099426,-0.0035170156,4.656613e-10,0
401047,50.0,1.1565117,2592.0,0.77,0.8642674,19.071533,-0.0037663092,-6.1400317e-07,0
401189,50.0,1.2841625,1120.0,0.82,0.8331884,22.910004,-0.0035004313,4.656613e-10,0
401301,50.0,0.9864093,1845.0,0.72,0.8933715,20.144104,-0.0040046168,-3.089854e-05,0
401317,50.0,1.2993026,2368.0,0.74,0.8588884,18.024353,-0.004092292,4.656613e-10,0
401376,50.0,1.0091193,737.0,0.56,0.86764556,22.174286,-0.0038570478,4.656613e-10,1
401507,30.0,0.9402471,805.0,0.71,0.8716604,19.724365,-0.0037431757,4.656613e-10,1
401569,50.0,0.9058111,1225.0,0.73,0.890669,18.015442,-0.0039980677,4.656613e-10,0
401637,40.0,0.91412324,2469.0,0.78,0.8907989,17.19107,-0.0039783143,4.656613e-10,0
402345,40.0,2.4310915,39.0,0.78,0.92289144,27.600006,-0.0040131733,-3.1864132e-05,0
402346,40.0,2.335502,49.0,0.64,0.9276598,27.722992,-0.0039945818,-1.0621067e-05,0
403268,40.0,2.0417562,14.0,0.79,0.9342732,27.04477,-0.0036655355,-1.290338e-05,0
403335,50.0,1.7440029,45.0,0.79,0.9436021,26.93158,-0.0035635997,4.656613e-10,0
403336,11.0,1.6172426,79.0,0.77,0.9502285,26.675354,-0.0036402892,4.656613e-10,0
403370,120.0,1.0358369,78.0,0.73,0.9589077,27.275146,-0.0036983872,-9.651283e-07,0
404218,50.0,0.949153,1578.0,0.6,0.9714979,20.753265,-0.003199272,4.656613e-10,0
404346,40.0,0.9225838,1168.0,0.76,0.9745772,19.607605,-0.0031053643,4.656613e-10,0
404356,50.0,1.038954,1234.0,0.74,0.9703415,21.768799,-0.003335961,4.656613e-10,0
404431,50.0,1.335223,771.0,0.72,0.9631434,24.396545,-0.0038160621,4.656613e-10,0
404665,50.0,0.9651836,1587.0,0.77,0.97889084,19.831299,-0.0030936392,-3.0547413e-05,0
404678,40.0,1.0016977,2765.0,0.64,0.9773837,17.204895,-0.0030355412,4.656613e-10,0
404734,50.0,0.87360144,1444.0,0.8,0.9755387,19.189178,-0.0031633568,-8.777661e-06,0
404737,120.0,0.8548991,807.0,0.69,0.9759674,20.650757,-0.0030555057,-5.26641e-06,0
404759,130.0,1.288764,1138.0,0.73,0.9643128,23.20987,-0.0038685617,4.656613e-10,0
405016,50.0,1.05068,1079.0,0.73,0.96389705,19.568848,-0.003082442,-2.3696284e-06,0
405068,30.0,0.8406497,493.0,0.63,0.97321296,22.795013,-0.0028501553,-3.853551e-05,0
405143,40.0,0.9608791,2359.0,0.67,0.97158885,17.43216,-0.0030511748,-6.846473e-06,0
405154,50.0,1.2025254,1174.0,0.74,0.9633903,23.371643,-0.0036679648,-1.9307222e-06,0
405280,50.0,1.0586953,1826.0,0.72,0.96627474,19.272522,-0.0030529704,-0.00027852948,0
405326,10.0,0.96548045,2012.0,0.71,0.9771628,18.547516,-0.0033786367,4.656613e-10,0
405338,60.0,0.9396534,1692.0,0.36,0.9718227,18.009674,-0.003248497,-1.228472e-06,0
405469,190.0,0.9335677,1489.0,0.54,0.96996474,17.96643,-0.003234659,-1.8429408e-06,0
405476,30.0,1.0195094,2006.0,0.7,0.9707313,18.104584,-0.0032252576,-0.00030389827,0
405538,30.0,0.96548045,2475.0,0.7,0.97209555,17.259705,-0.0029517743,-1.9307222e-06,0
405546,50.0,1.1171772,1955.0,0.79,0.9654042,21.011261,-0.003413601,-6.1400317e-07,0
405605,10.0,0.9767612,2121.0,0.69,0.9724204,16.838593,-0.0028953662,-8.7315605e-08,0
405660,40.0,0.8661799,1262.0,0.75,0.9684575,20.59552,-0.0032285324,4.656613e-10,0
405667,50.0,0.9303022,2592.0,0.78,0.9703935,18.198608,-0.0030423016,-5.262219e-07,0
405809,50.0,1.0714605,1120.0,0.83,0.9652743,21.771912,-0.0033006796,4.656613e-10,0
405921,50.0,0.93505204,1845.0,0.72,0.973122,19.450317,-0.003328461,-2.475385e-05,0
405937,50.0,0.97913617,2368.0,0.76,0.9724204,17.212921,-0.0033783196,4.656613e-10,0
405996,50.0,0.88102305,737.0,0.67,0.97184867,21.088348,-0.0030868787,4.656613e-10,0
406127,30.0,0.873453,805.0,0.75,0.9727192,19.010498,-0.003098287,4.656613e-10,0
406189,50.0,0.863805,1225.0,0.78,0.9750969,17.121552,-0.0033259257,4.656613e-10,0
406257,40.0,0.88621813,2469.0,0.75,0.9758375,16.540497,-0.0033465242,4.656613e-10,0
406965,40.0,2.2741997,39.0,0.77,0.9087681,27.364716,-0.0042757764,-2.8967352e-05,0
406966,40.0,2.1961248,49.0,0.76,0.91143167,27.444916,-0.004126517,-9.655473e-06,0
407888,40.0,2.4143188,14.0,0.79,0.9269452,26.925354,-0.003924336,-1.2991161e-05,0
407955,50.0,2.0500684,45.0,0.79,0.93345463,26.770264,-0.0037092674,4.656613e-10,0
407956,11.0,1.8954029,79.0,0.78,0.9374175,26.500244,-0.003683493,4.656613e-10,0
407990,120.0,1.1134665,78.0,0.74,0.9480197,26.985504,-0.003575642,-7.895657e-07,0
408838,50.0,0.94796556,1578.0,0.8,0.96068776,20.733215,-0.0032184971,4.656613e-10,0
408966,40.0,0.90759224,1168.0,0.8,0.9652613,19.580872,-0.003102301,4.656613e-10,0
408976,50.0,1.0656717,1234.0,0.78,0.95454216,21.75586,-0.003364376,4.656613e-10,0
409051,50.0,1.3776743,771.0,0.78,0.94319934,24.159912,-0.0040579615,4.656613e-10,0
409285,50.0,0.98670614,1587.0,0.8,0.9663007,19.561249,-0.002992126,-2.8001758e-05,0
409298,40.0,1.0054085,2765.0,0.74,0.9638191,17.18039,-0.00310547,4.656613e-10,0
409354,50.0,0.87968713,1444.0,0.81,0.9642998,18.972626,-0.0030930054,-8.075411e-06,0
409357,120.0,0.8574224,807.0,0.76,0.96483254,20.4841,-0.0030518086,-4.915285e-06,0
409379,130.0,1.2914357,1138.0,0.79,0.94440764,23.10785,-0.0039728214,4.656613e-10,0
409636,50.0,1.0435554,1079.0,0.75,0.9500856,19.523376,-0.0032531447,-2.3696284e-06,0
409688,30.0,0.8566803,493.0,0.72,0.9586999,22.571777,-0.002889662,-3.590207e-05,0
409763,40.0,0.9798783,2359.0,0.74,0.9572836,17.446411,-0.0031959973,-7.1098166e-06,0
409774,50.0,1.1844167,1174.0,0.77,0.9435761,23.365387,-0.0038410972,-1.9307222e-06,0
409900,50.0,1.060625,1826.0,0.75,0.9496698,19.336243,-0.003294553,-0.00029116997,0
409946,10.0,0.9525669,2012.0,0.75,0.9644947,18.320251,-0.0033597283,4.656613e-10,0
409958,60.0,0.9574652,1692.0,0.42,0.9538795,17.991394,-0.0033809606,-1.3162532e-06,0
410089,190.0,0.949153,1489.0,0.59,0.9498257,17.91565,-0.0034076856,-1.9307222e-06,0
410096,30.0,1.0407351,2006.0,0.72,0.95154077,18.199493,-0.0034776146,-0.00032321014,0
410158,30.0,0.99383086,2475.0,0.72,0.9507742,17.301147,-0.003213321,-2.1062847e-06,0
410166,50.0,1.1241536,1955.0,0.8,0.94339424,21.050934,-0.0036730354,-6.1400317e-07,0
410225,10.0,1.0103067,2121.0,0.74,0.94998163,16.89386,-0.0031771946,-8.7315605e-08,0
410280,40.0,0.85638344,1262.0,0.82,0.9483705,20.321014,-0.0034025095,4.656613e-10,0
410287,50.0,0.9550903,2592.0,0.84,0.94644755,18.143799,-0.0033239187,-5.262219e-07,0
410429,50.0,1.1015921,1120.0,0.84,0.9379632,21.705078,-0.0035933882,4.656613e-10,0
410541,50.0,0.9273336,1845.0,0.77,0.95452917,19.366089,-0.0034496218,-2.5104975e-05,0
410557,50.0,1.0301965,2368.0,0.78,0.9425887,17.28244,-0.003575853,4.656613e-10,0
410616,50.0,0.89349127,737.0,0.79,0.94293946,21.001465,-0.00329075,4.656613e-10,0
410747,30.0,0.8790934,805.0,0.78,0.9434462,18.95346,-0.0032469125,4.656613e-10,0
410809,50.0,0.86885166,1225.0,0.84,0.9521904,17.029785,-0.0034532133,4.656613e-10,0
410877,40.0,0.8936397,2469.0,0.79,0.9509171,16.447357,-0.0034583893,4.656613e-10,0
411585,40.0,2.2992847,39.0,0.78,0.93915856,26.779175,-0.0042394386,-2.9669602e-05,0
411586,40.0,2.2222488,49.0,0.77,0.9411854,26.820618,-0.0040329266,-9.918817e-06,0
412508,40.0,2.5036745,14.0,0.78,0.94369304,26.23822,-0.00380233,-1.2288911e-05,0
412575,50.0,2.107066,45.0,0.82,0.9487473,26.080933,-0.003556945,4.656613e-10,0
412576,11.0,1.9430493,79.0,0.81,0.9516837,25.801514,-0.0034954664,4.656613e-10,0
412610,120.0,1.1214818,78.0,0.74,0.9350138,26.510925,-0.0034813117,-7.895657e-07,0
413458,50.0,0.9706756,1578.0,0.8,0.94478446,20.223877,-0.0034411713,4.656613e-10,0
413586,40.0,0.9301538,1168.0,0.8,0.94998163,19.149963,-0.0032924402,4.656613e-10,0
413596,50.0,1.099217,1234.0,0.8,0.93150574,21.304016,-0.0036650072,4.656613e-10,0
413671,50.0,1.4327424,771.0,0.81,0.9117565,23.746399,-0.0045591895,4.656613e-10,0
413905,50.0,0.9856671,1587.0,0.8,0.97044545,19.062195,-0.0029623376,-2.9230696e-05,0
413918,40.0,1.0604765,2765.0,0.74,0.93567646,16.80832,-0.0034415938,4.656613e-10,0
413974,50.0,0.88072616,1444.0,0.8,0.96088266,18.536804,-0.0032264197,-8.426536e-06,0
413977,120.0,0.8731562,807.0,0.79,0.95248926,20.17041,-0.0032724754,-5.0908475e-06,0
413999,130.0,1.3938533,1138.0,0.8,0.8987376,22.765625,-0.004524119,4.656613e-10,0
414256,50.0,1.1351374,1079.0,0.76,0.90141416,19.175354,-0.0037489852,-2.6329722e-06,0
414308,30.0,0.8762732,493.0,0.75,0.9342602,22.340515,-0.0032075113,-3.739435e-05,0
414383,40.0,1.0503832,2359.0,0.75,0.9165119,17.142944,-0.003646944,-8.338754e-06,0
414394,50.0,1.2711006,1174.0,0.79,0.87831277,23.213013,-0.00441405,-2.194066e-06,0
414520,50.0,1.1309814,1826.0,0.72,0.89330655,19.106293,-0.0038047596,-0.00033760627,0
414566,10.0,0.9702303,2012.0,0.74,0.9557245,17.847015,-0.003459657,4.656613e-10,0
414578,60.0,1.0070412,1692.0,0.41,0.92500925,17.736053,-0.0038183862,-1.4918159e-06,0
414709,190.0,0.9944246,1489.0,0.6,0.9260097,17.63446,-0.0038226114,-2.194066e-06,0
414716,30.0,1.0993656,2006.0,0.75,0.89801,17.984253,-0.0039788424,-0.00037298212,0
414778,30.0,1.0518675,2475.0,0.77,0.9195263,17.022186,-0.0037593374,-2.3696284e-06,0
414786,50.0,1.1777372,1955.0,0.83,0.87372625,20.900757,-0.0041753193,-7.017845e-07,0
414845,10.0,1.0726479,2121.0,0.77,0.9140952,16.605988,-0.0037029295,-8.7315605e-08,0
414900,40.0,0.8783513,1262.0,0.83,0.9300375,19.923523,-0.0037723302,4.656613e-10,0
414907,50.0,1.007338,2592.0,0.83,0.92643845,17.82071,-0.0037745484,-6.1400317e-07,0
415049,50.0,1.1566601,1120.0,0.87,0.86900985,21.573181,-0.0041791224,4.656613e-10,0
415161,50.0,0.96266025,1845.0,0.74,0.945642,18.796143,-0.0034580724,-2.5017194e-05,0
415177,50.0,1.1027795,2368.0,0.77,0.8992833,17.072113,-0.0040650386,4.656613e-10,0
415236,50.0,0.91397476,737.0,0.8,0.9265814,20.628052,-0.0035647617,4.656613e-10,0
415367,30.0,0.87820286,805.0,0.79,0.9276858,18.433441,-0.0035162761,4.656613e-10,0
415429,50.0,0.8819136,1225.0,0.83,0.94151026,16.535156,-0.0035707827,4.656613e-10,0
415497,40.0,0.8822105,2469.0,0.79,0.9393144,15.951843,-0.0036280358,4.656613e-10,0
