,LandCover,Wind,DEM,NDVI,Clouds,Temp,Eva,Eva_plant,AirTempCategory
77901,50.0,0.94410634,1845.0,0.74,0.9649624,18.777893,-0.0032830387,-2.40516e-05,0
77917,50.0,1.0294544,2368.0,0.75,0.9692111,16.750366,-0.0036106063,4.656613e-10,0
77976,50.0,0.89898324,737.0,0.78,0.9685485,20.34909,-0.003182265,4.656613e-10,0
78107,30.0,0.86558616,805.0,0.77,0.96837956,18.250732,-0.0031654695,4.656613e-10,0
78169,50.0,0.851782,1225.0,0.8,0.969484,16.336853,-0.0033238132,4.656613e-10,0
78237,40.0,0.8605395,2469.0,0.75,0.9710951,15.735291,-0.0033571932,4.656613e-10,0
78945,40.0,2.1927109,39.0,0.81,0.92222875,26.717255,-0.0043203533,-2.8089538e-05,0
78946,40.0,2.1079566,49.0,0.81,0.9218,26.797455,-0.004150918,-9.39213e-06,0
79868,40.0,2.2017653,14.0,0.82,0.941887,25.936554,-0.0036837042,-1.2113349e-05,0
79935,50.0,1.835585,45.0,0.82,0.94591486,25.79663,-0.0034502556,4.656613e-10,0
79936,11.0,1.684482,79.0,0.81,0.9467074,25.581848,-0.003408742,4.656613e-10,0
79970,120.0,1.2503202,78.0,0.77,0.9024016,27.230133,-0.0043519377,-1.0529095e-06,0
80818,50.0,1.1805575,1578.0,0.77,0.90961266,20.374481,-0.0040531023,4.656613e-10,0
80946,40.0,1.1084199,1168.0,0.82,0.918136,19.112976,-0.0037831047,4.656613e-10,0
80956,50.0,1.4314065,1234.0,0.79,0.89238405,21.744293,-0.004513767,4.656613e-10,0
81031,50.0,1.8412254,771.0,0.8,0.8899414,24.675934,-0.005219923,4.656613e-10,0
81265,50.0,1.0199548,1587.0,0.8,0.94833153,18.854523,-0.003220293,-2.9845163e-05,0
81278,40.0,1.4906306,2765.0,0.73,0.8992183,16.66394,-0.0038537732,4.656613e-10,0
81334,50.0,0.964293,1444.0,0.8,0.9278417,18.279266,-0.0035512405,-8.5143165e-06,0
81337,120.0,1.0583985,807.0,0.77,0.9169407,19.989044,-0.0037234223,-5.0030662e-06,0
81359,50.0,1.7941726,1138.0,0.77,0.8873818,23.407288,-0.0054841107,4.656613e-10,0
81616,50.0,1.5408003,1079.0,0.76,0.885264,19.432465,-0.003791133,-3.0718786e-06,0
81668,30.0,1.1139119,493.0,0.76,0.90010184,22.256287,-0.0036680705,-3.5550947e-05,0
81743,40.0,1.5120047,2359.0,0.73,0.89070797,16.923279,-0.003778457,-1.009438e-05,0
81754,50.0,1.5979464,1174.0,0.78,0.887018,23.867157,-0.0051420713,-2.4574097e-06,0
81880,50.0,1.4814278,1826.0,0.75,0.88541985,19.071533,-0.004136447,-0.00040353,0
81926,10.0,0.9988775,2012.0,0.71,0.9317006,17.830963,-0.003659092,4.656613e-10,0
81938,60.0,1.3894004,1692.0,0.42,0.890591,17.461578,-0.0043045087,-1.6673783e-06,0
82069,100.0,1.3215673,1489.0,0.58,0.88885,17.376465,-0.004234157,-2.545191e-06,0
82076,30.0,1.4673269,2006.0,0.7,0.8868751,17.862152,-0.0040649334,-0.00044215375,0
82138,30.0,1.4447653,2475.0,0.73,0.88843423,16.87738,-0.0038775406,-2.7207534e-06,0
82146,50.0,1.4413514,1955.0,0.8,0.8822236,20.912323,-0.0043422193,-8.7734696e-07,0
82205,10.0,1.4658426,2121.0,0.73,0.8877846,16.518677,-0.0036927888,-8.7315605e-08,0
82260,40.0,0.95375437,1262.0,0.82,0.8992833,20.003754,-0.003941554,4.656613e-10,0
82267,50.0,1.3264655,2592.0,0.8,0.88765466,17.54889,-0.004028701,-7.017845e-07,0
82409,50.0,1.4288832,1120.0,0.86,0.88022274,21.571838,-0.0041002147,4.656613e-10,0
82521,50.0,0.99041694,1845.0,0.82,0.9326231,18.813965,-0.0036891971,-2.7738413e-05,0
82537,50.0,1.4273988,2368.0,0.75,0.8861215,16.755737,-0.004014018,4.656613e-10,0
82596,50.0,1.0956547,737.0,0.78,0.89391726,20.476074,-0.0038375056,4.656613e-10,0
82727,30.0,0.99368244,805.0,0.74,0.9013232,18.11258,-0.0037141265,4.656613e-10,0
82789,50.0,0.9153107,1225.0,0.8,0.92688024,16.436218,-0.003713387,4.656613e-10,0
82857,40.0,0.93802065,2469.0,0.78,0.9205007,15.71167,-0.0037664147,4.656613e-10,0
83565,40.0,2.065802,39.0,0.81,0.93248016,26.306396,-0.00425465,-3.0196288e-05,0
83566,40.0,1.9997501,49.0,0.81,0.9342732,26.403534,-0.0040674685,-1.009438e-05,0
84488,40.0,2.1671808,14.0,0.78,0.9491241,25.629974,-0.0038823995,-1.2025567e-05,0
84555,50.0,1.818367,45.0,0.78,0.95229435,25.49762,-0.0036422962,4.656613e-10,0
84556,11.0,1.6748339,79.0,0.8,0.95304793,25.283295,-0.003596029,4.656613e-10,0
84590,120.0,1.16423,78.0,0.77,0.95031947,26.284119,-0.0039506387,-8.7734696e-07,0
85438,50.0,1.0512738,1578.0,0.76,0.94940996,19.73236,-0.0037541613,4.656613e-10,0
85566,40.0,1.0003618,1168.0,0.81,0.9540614,18.543488,-0.0035546208,4.656613e-10,0
85576,50.0,1.2081658,1234.0,0.76,0.9460837,20.973389,-0.004045814,4.656613e-10,0
85651,50.0,1.5488157,771.0,0.79,0.94057477,23.676422,-0.004735913,4.656613e-10,0
85885,50.0,0.99917436,1587.0,0.78,0.9723944,18.348755,-0.0030961742,-3.0635194e-05,0
85898,40.0,1.1796669,2765.0,0.7,0.94591486,16.117157,-0.003667331,4.656613e-10,0
85954,50.0,0.9099671,1444.0,0.79,0.96419585,17.758331,-0.003357827,-8.8654415e-06,0
85957,120.0,0.930896,807.0,0.75,0.9598302,19.440063,-0.0035353957,-5.7053167e-06,0
85979,50.0,1.5246214,1138.0,0.78,0.9314018,22.552155,-0.00486563,4.656613e-10,0
86236,50.0,1.314591,1079.0,0.74,0.9251522,18.835358,-0.0033061723,-2.9840974e-06,0
86288,30.0,0.9357942,493.0,0.74,0.9426926,21.811584,-0.0034989524,-4.283679e-05,0
86363,40.0,1.2289461,2359.0,0.71,0.93110293,16.662598,-0.003421418,-9.128786e-06,0
86374,50.0,1.395783,1174.0,0.78,0.92499626,22.89618,-0.0047898917,-2.3696284e-06,0
86500,50.0,1.2960371,1826.0,0.74,0.9205527,18.547516,-0.003908702,-0.0003627995,0
86546,10.0,0.9818079,2012.0,0.71,0.95251524,17.289124,-0.003721204,4.656613e-10,0
86558,60.0,1.1479026,1692.0,0.39,0.9337275,16.991455,-0.0041960236,-1.5795971e-06,0
86689,100.0,1.1109432,1489.0,0.58,0.9325711,16.934845,-0.004113102,-2.2818472e-06,0
86696,30.0,1.258187,2006.0,0.7,0.91807103,17.50879,-0.0037725414,-0.0003984387,0
86758,30.0,1.1928773,2475.0,0.73,0.9286603,16.378754,-0.0038254636,-2.4574097e-06,0
86766,50.0,1.3013806,1955.0,0.79,0.9127829,20.561646,-0.004024476,-7.895657e-07,0
86825,10.0,1.2080173,2121.0,0.72,0.9255809,16.00177,-0.0036472608,-8.7315605e-08,0
86880,40.0,0.8948271,1262.0,0.78,0.92469746,19.786743,-0.004030391,4.656613e-10,0
86887,50.0,1.1090136,2592.0,0.8,0.93014145,17.145172,-0.003979899,-6.1400317e-07,0
87029,50.0,1.2638274,1120.0,0.84,0.90518206,21.351257,-0.003459657,4.656613e-10,0
87141,50.0,0.9821048,1845.0,0.76,0.9377293,18.367035,-0.0038671885,-2.7650633e-05,0
87157,50.0,1.2264228,2368.0,0.75,0.91351056,16.385864,-0.0040976796,4.656613e-10,0
87216,50.0,0.9737926,737.0,0.76,0.9223457,20.084412,-0.0038228228,4.656613e-10,0
87347,30.0,0.9115999,805.0,0.74,0.9215661,17.752106,-0.003704725,4.656613e-10,0
87409,50.0,0.8884446,1225.0,0.81,0.93474096,16.055237,-0.0038014848,4.656613e-10,0
87477,40.0,0.8882962,2469.0,0.75,0.9329609,15.351624,-0.0038113086,4.656613e-10,0
88185,40.0,2.1625793,39.0,0.79,0.91638196,26.866516,-0.0043983106,-3.0020727e-05,0
88186,40.0,2.0896995,49.0,0.77,0.9146669,26.96054,-0.004262572,-1.0006598e-05,0
89108,40.0,2.2693014,14.0,0.78,0.9407307,26.119232,-0.003907646,-1.3078942e-05,0
89175,50.0,1.8997074,45.0,0.8,0.9447585,25.978424,-0.0036982815,4.656613e-10,0
89176,11.0,1.740589,79.0,0.78,0.94596684,25.755615,-0.003685817,4.656613e-10,0
89210,120.0,1.2875764,78.0,0.76,0.8954374,27.168213,-0.0044278875,-1.0529095e-06,0
90058,50.0,1.201041,1578.0,0.75,0.90144014,20.4039,-0.0042453543,4.656613e-10,0
90186,40.0,1.1419654,1168.0,0.81,0.9118475,19.226166,-0.003962575,4.656613e-10,0
90196,50.0,1.4322971,1234.0,0.76,0.87370026,21.785736,-0.004653942,4.656613e-10,0
90271,50.0,1.7809623,771.0,0.8,0.87416804,24.97226,-0.004800772,4.656613e-10,0
90505,50.0,1.0466725,1587.0,0.78,0.9398472,18.913788,-0.0033357497,-2.9494038e-05,0
90518,40.0,1.4772718,2765.0,0.7,0.8764028,16.843506,-0.003985286,4.656613e-10,0
90574,50.0,0.9911591,1444.0,0.77,0.91938335,18.368378,-0.0036687043,-8.689879e-06,0
90577,120.0,1.0554298,807.0,0.74,0.905351,20.171295,-0.0039529623,-5.7053167e-06,0
90599,50.0,1.8099064,1138.0,0.77,0.84900075,23.668427,-0.0053233374,4.656613e-10,0
90856,50.0,1.6772088,1079.0,0.76,0.8334742,20.0336,-0.0026648755,-3.4230036e-06,0
90908,30.0,1.094022,493.0,0.71,0.87698746,22.637726,-0.00400842,-4.3977947e-05,0
90983,40.0,1.627039,2359.0,0.69,0.84992325,17.753876,-0.0028567046,-1.1147755e-05,0
90994,50.0,1.6835914,1174.0,0.78,0.8276534,23.985687,-0.0050421427,-2.6329722e-06,0
91120,50.0,1.643218,1826.0,0.74,0.8267959,19.41333,-0.00371888,-0.00044162708,0
91166,10.0,1.0653747,2012.0,0.71,0.91169155,17.943695,-0.0040693698,4.656613e-10,0
91178,60.0,1.4848417,1692.0,0.41,0.85645866,17.822937,-0.0045792595,-1.8429408e-06,0
91309,100.0,1.4049857,1489.0,0.6,0.8553153,17.689728,-0.004529612,-2.7207534e-06,0
91316,30.0,1.6481162,2006.0,0.68,0.82939446,18.538605,-0.0033313131,-0.0004822698,0
91378,30.0,1.5595027,2475.0,0.75,0.8470128,17.558258,-0.0035493392,-2.9840974e-06,0
91386,50.0,1.5920092,1955.0,0.78,0.8131533,21.411407,-0.0035671913,-9.651283e-07,0
91445,10.0,1.5785019,2121.0,0.7,0.84169877,17.209808,-0.0032089902,-8.7315605e-08,0
91500,40.0,1.0264858,1262.0,0.77,0.86972445,21.089691,-0.0035647617,4.656613e-10,0
91507,50.0,1.3888067,2592.0,0.81,0.85292464,17.878204,-0.004208594,-7.895657e-07,0
91649,50.0,1.5844392,1120.0,0.86,0.8087877,22.47821,-0.00272572,4.656613e-10,0
91761,50.0,1.0750228,1845.0,0.8,0.90652037,18.960144,-0.004109299,-2.9932946e-05,0
91777,50.0,1.5364959,2368.0,0.74,0.82287204,17.503448,-0.0035866275,4.656613e-10,0
91836,50.0,1.1588866,737.0,0.77,0.84944254,20.7323,-0.0040262714,4.656613e-10,0
91967,30.0,1.0610702,805.0,0.76,0.8565626,18.19815,-0.0040156026,4.656613e-10,0
92029,50.0,0.99279183,1225.0,0.81,0.89399517,16.661255,-0.0039077518,4.656613e-10,0
92097,40.0,1.009713,2469.0,0.76,0.88678414,15.803925,-0.0039965888,4.656613e-10,0
92805,40.0,2.2822149,39.0,0.79,0.9292839,26.434723,-0.004633872,-3.089854e-05,0
92806,40.0,2.2062182,49.0,0.77,0.9302974,26.52295,-0.0044103526,-1.0269942e-05,0
93728,40.0,2.4540985,14.0,0.78,0.94483644,25.819794,-0.0040769754,-1.3430068e-05,0
93795,50.0,2.0515528,45.0,0.79,0.94902015,25.690582,-0.0038408858,4.656613e-10,0
93796,11.0,1.8857548,79.0,0.79,0.9507482,25.473999,-0.0037791964,4.656613e-10,0
93830,120.0,1.1998535,78.0,0.78,0.93711865,26.206573,-0.0038634914,-8.7734696e-07,0
94678,50.0,1.0125332,1578.0,0.76,0.94057477,19.833527,-0.0035807122,4.656613e-10,0
94806,40.0,0.9493014,1168.0,0.82,0.94647354,18.658905,-0.003383707,4.656613e-10,0
94816,50.0,1.1774404,1234.0,0.81,0.93380547,21.03534,-0.0038464845,4.656613e-10,0
94891,50.0,1.569596,771.0,0.79,0.93081707,23.7005,-0.004310107,4.656613e-10,0
95125,50.0,1.012088,1587.0,0.78,0.96213,18.437439,-0.0030881462,-3.0459632e-05,0
95138,40.0,1.0923892,2765.0,0.7,0.93991214,16.216553,-0.0033881436,4.656613e-10,0
95194,50.0,0.9068501,1444.0,0.78,0.95177466,17.843903,-0.0032119479,-8.8654415e-06,0
95197,120.0,0.8970536,807.0,0.77,0.9477469,19.55368,-0.0032923345,-5.6175354e-06,0
95219,50.0,1.5241761,1138.0,0.76,0.92469746,22.53836,-0.0044242963,4.656613e-10,0
95476,50.0,1.2179621,1079.0,0.74,0.9210594,19.05014,-0.0032701516,-2.7207534e-06,0
95528,30.0,0.90521735,493.0,0.76,0.93570244,21.896667,-0.0031611386,-4.1256728e-05,0
95603,40.0,1.1096073,2359.0,0.72,0.9293359,16.734772,-0.0033883548,-8.338754e-06,0
95614,50.0,1.382721,1174.0,0.78,0.91518664,22.944733,-0.004344332,-2.194066e-06,0
95740,50.0,1.208611,1826.0,0.73,0.9148228,18.745789,-0.0035942332,-0.0003454188,0
95786,10.0,0.99650264,2012.0,0.73,0.94998163,17.279297,-0.0034355726,4.656613e-10,0
95798,60.0,1.054094,1692.0,0.41,0.9281925,17.151855,-0.0038366606,-1.4918159e-06,0
95929,100.0,1.0312356,1489.0,0.57,0.9251262,17.08905,-0.0037873301,-2.194066e-06,0
95936,30.0,1.1596286,2006.0,0.74,0.91379637,17.600159,-0.0037433868,-0.00038026797,0
95998,30.0,1.0946157,2475.0,0.72,0.9235021,16.554321,-0.003564656,-2.3696284e-06,0
96006,50.0,1.2483907,1955.0,0.8,0.9019858,20.66681,-0.0037754993,-7.017845e-07,0
96065,10.0,1.1093104,2121.0,0.7,0.9206956,16.155487,-0.00346853,-8.7315605e-08,0
96120,40.0,0.89007735,1262.0,0.76,0.9225796,19.658417,-0.0035597968,4.656613e-10,0
96127,50.0,1.0312356,2592.0,0.66,0.92377496,17.372437,-0.003623705,-6.1400317e-07,0
96269,50.0,1.2097985,1120.0,0.83,0.8952685,21.634216,-0.0034394811,4.656613e-10,0
96381,50.0,0.9638477,1845.0,0.6,0.9405488,18.348328,-0.0035546208,-2.6685038e-05,0
96397,50.0,1.1330595,2368.0,0.72,0.9099505,16.694672,-0.003941026,4.656613e-10,0
96456,50.0,0.9363879,737.0,0.77,0.92341113,20.136078,-0.0035325435,4.656613e-10,0
96587,30.0,0.8969052,805.0,0.77,0.9252691,17.949951,-0.0034468754,4.656613e-10,0
96649,50.0,0.8765701,1225.0,0.62,0.9386258,16.00177,-0.0037348305,4.656613e-10,0
96717,40.0,0.88696027,2469.0,0.58,0.93523467,15.357422,-0.0037367318,4.656613e-10,0
97425,40.0,2.6611602,39.0,0.8,0.88608253,26.263184,-0.0046485546,-3.300529e-05,0
97426,40.0,2.5772965,49.0,0.78,0.8880964,26.312653,-0.004421972,-1.0972192e-05,0
98348,40.0,2.8481836,14.0,0.79,0.9121073,25.646912,-0.0041755307,-1.2640036e-05,0
98415,50.0,2.3724613,45.0,0.79,0.9194483,25.454407,-0.003841731,4.656613e-10,0
98416,11.0,2.1823206,79.0,0.79,0.9229434,25.187042,-0.0037310277,4.656613e-10,0
98450,120.0,1.0910534,78.0,0.8,0.9209035,25.969086,-0.0035328604,-8.7734696e-07,0
99298,50.0,0.93846595,1578.0,0.64,0.94756496,19.543884,-0.0031578639,4.656613e-10,0
99426,40.0,0.9095218,1168.0,0.83,0.9526582,18.396454,-0.0030642732,4.656613e-10,0
99436,50.0,1.0417742,1234.0,0.78,0.95302194,20.598633,-0.0032857852,4.656613e-10,0
99511,50.0,1.3249812,771.0,0.79,0.94456357,23.139923,-0.0038152172,4.656613e-10,0
99745,50.0,1.032423,1587.0,0.79,0.9624938,18.277466,-0.0029032887,-2.8440663e-05,0
99758,40.0,1.0005102,2765.0,0.74,0.96072674,15.930908,-0.0029815626,4.656613e-10,0
99814,50.0,0.9009128,1444.0,0.75,0.9577774,17.660309,-0.002990119,-8.338754e-06,0
99817,120.0,0.87033594,807.0,0.73,0.95836204,19.2128,-0.0030061752,-4.8275037e-06,0
99839,50.0,1.263679,1138.0,0.75,0.9429005,21.999176,-0.0037600768,4.656613e-10,0
100096,50.0,1.044149,1079.0,0.74,0.9457979,18.368805,-0.003068604,-2.4574097e-06,0
100148,30.0,0.8391654,493.0,0.65,0.95016354,21.343231,-0.0028027263,-3.4760913e-05,0
100223,40.0,0.99279183,2359.0,0.7,0.9519306,16.331055,-0.0030916322,-6.6709104e-06,0
100234,50.0,1.1493869,1174.0,0.77,0.9390806,22.223755,-0.0036608875,-1.9307222e-06,0
100360,50.0,1.054094,1826.0,0.7,0.945577,18.253418,-0.003176244,-0.0002813385,0
100406,10.0,0.96295714,2012.0,0.73,0.95712775,17.052063,-0.0031319838,4.656613e-10,0
100418,60.0,0.9736442,1692.0,0.42,0.9505143,16.87915,-0.0032828276,-1.228472e-06,0
100549,100.0,0.9610275,1489.0,0.59,0.9478248,16.839508,-0.0033059611,-1.8429408e-06,0
100556,30.0,1.0413289,2006.0,0.7,0.9488642,17.146515,-0.0033712422,-0.00031118412,0
100618,30.0,1.0091193,2475.0,0.67,0.9508002,16.214752,-0.0030931109,-2.0185034e-06,0
100626,50.0,1.0983266,1955.0,0.78,0.93948334,20.117828,-0.003493882,-6.1400317e-07,1
100685,10.0,1.0174314,2121.0,0.69,0.9508132,15.789215,-0.0030536042,-8.7315605e-08,0
100740,40.0,0.8397591,1262.0,0.76,0.94018495,19.209229,-0.0033255033,4.656613e-10,0
100747,50.0,0.96533203,2592.0,0.64,0.9479807,17.13272,-0.003203603,-5.262219e-07,0
100889,50.0,1.0817022,1120.0,0.85,0.9335456,20.886047,-0.0034158193,4.656613e-10,0
101001,50.0,0.93564576,1845.0,0.62,0.94881225,18.11258,-0.0032045536,-2.3086006e-05,0
101017,50.0,1.0143144,2368.0,0.73,0.94555104,16.337738,-0.0034926145,4.656613e-10,0
101076,50.0,0.9153107,737.0,0.76,0.9465775,19.916412,-0.0031712793,4.656613e-10,0
101207,30.0,0.9040299,805.0,0.71,0.94683737,17.889343,-0.0031162445,4.656613e-10,0
101269,50.0,0.8882962,1225.0,0.75,0.9525932,15.823517,-0.0032971937,4.656613e-10,0
101337,40.0,0.91293573,2469.0,0.72,0.9530999,15.287903,-0.0033393411,4.656613e-10,0
102045,40.0,2.1823206,39.0,0.82,0.8465841,26.125916,-0.004051201,-2.4227164e-05,0
102046,40.0,2.107066,49.0,0.79,0.85319746,26.193665,-0.0038642308,-8.075411e-06,0
102968,40.0,2.212749,14.0,0.78,0.85739416,25.56134,-0.0037779287,-1.1674442e-05,0
103035,50.0,1.8660135,45.0,0.8,0.87462276,25.403595,-0.0035722617,4.656613e-10,0
103036,11.0,1.7279723,79.0,0.81,0.8868101,25.154968,-0.0035203958,4.656613e-10,0
103070,120.0,1.0708667,78.0,0.77,0.89242303,25.835388,-0.0032669827,-7.895657e-07,0
103918,50.0,0.9680038,1578.0,0.65,0.9143681,19.557251,-0.0030552945,4.656613e-10,0
104046,40.0,0.927482,1168.0,0.82,0.92198193,18.414703,-0.002963922,4.656613e-10,0
104056,50.0,1.0922408,1234.0,0.77,0.9232552,20.625366,-0.0031823707,4.656613e-10,0
104131,50.0,1.4067669,771.0,0.79,0.9001928,23.13147,-0.00366712,4.656613e-10,0
104365,50.0,0.9669648,1587.0,0.77,0.9425627,18.358582,-0.0028224797,-2.5543883e-05,0
104378,40.0,1.0111973,2765.0,0.74,0.93340266,16.062805,-0.0029313872,4.656613e-10,0
104434,50.0,0.8765701,1444.0,0.76,0.92938787,17.795776,-0.002930225,-7.548723e-06,0
104437,120.0,0.8633597,807.0,0.71,0.92867327,19.344696,-0.002900648,-4.213035e-06,0
104459,50.0,1.3019743,1138.0,0.77,0.9061825,22.091858,-0.0036143034,4.656613e-10,0
104716,50.0,1.0451881,1079.0,0.74,0.9156284,18.489563,-0.0030199073,-2.194066e-06,0
104768,30.0,0.84718066,493.0,0.57,0.9288552,21.334778,-0.0026635022,-2.9669602e-05,0
104843,40.0,0.9665195,2359.0,0.71,0.9306742,16.534271,-0.003019485,-6.583129e-06,0
104854,50.0,1.1725422,1174.0,0.78,0.9110289,22.253601,-0.0035878953,-1.7551596e-06,0
104980,50.0,1.0373212,1826.0,0.66,0.9238399,18.277008,-0.003065752,-0.0002704536,0
105026,10.0,0.954645,2012.0,0.72,0.9436021,17.035553,-0.0029403658,4.656613e-10,0
105038,60.0,0.9448485,1692.0,0.41,0.9320774,16.989227,-0.0031418076,-1.1406908e-06,0
105169,100.0,0.9399503,1489.0,0.59,0.9295698,16.854645,-0.0030913153,-1.7551596e-06,0
105176,30.0,0.9973932,2006.0,0.74,0.93381846,17.219604,-0.0032266309,-0.00029810471,0
105238,30.0,0.9746832,2475.0,0.74,0.93457204,16.33731,-0.0028990635,-1.8429408e-06,0
105246,50.0,1.085413,1955.0,0.8,0.9216181,20.039856,-0.0033180034,-5.262219e-07,1
105305,10.0,0.98433125,2121.0,0.72,0.93527365,15.948273,-0.0028551202,-8.7315605e-08,0
105360,40.0,0.8473291,1262.0,0.78,0.9281275,18.99176,-0.0029344505,4.656613e-10,0
105367,50.0,0.9500436,2592.0,0.5,0.93157065,17.049835,-0.0029182886,-5.262219e-07,0
105509,50.0,1.0539455,1120.0,0.84,0.91709656,20.682861,-0.003282088,4.656613e-10,0
105621,50.0,0.93505204,1845.0,0.71,0.9389247,18.07248,-0.0029364575,-2.2032631e-05,0
105637,50.0,0.98804206,2368.0,0.74,0.93337667,16.354248,-0.0033395523,4.656613e-10,0
105696,50.0,0.89616305,737.0,0.73,0.9324152,19.830841,-0.0029761754,4.656613e-10,0
105827,30.0,0.88666344,805.0,0.72,0.9332727,17.819397,-0.0029641332,4.656613e-10,0
105889,50.0,0.89497554,1225.0,0.72,0.9407177,15.783417,-0.0031211036,4.656613e-10,0
105957,40.0,0.91397476,2469.0,0.76,0.93853486,15.278992,-0.003171068,4.656613e-10,0
106665,40.0,2.556813,39.0,0.81,0.6322401,26.549713,-0.0039077518,-3.0371852e-05,0
106666,40.0,2.393687,49.0,0.81,0.6425825,26.565735,-0.003801168,-1.009438e-05,0
107588,40.0,2.2924566,14.0,0.81,0.6861217,25.929413,-0.0037097957,-1.2464474e-05,0
107655,50.0,1.9129177,45.0,0.8,0.7235153,25.755188,-0.0035323324,4.656613e-10,0
107656,11.0,1.7420733,79.0,0.83,0.747864,25.469116,-0.0035207127,4.656613e-10,0
107690,120.0,0.9969479,78.0,0.75,0.7073911,25.667847,-0.0031795187,-7.895657e-07,0
108538,50.0,0.9926434,1578.0,0.7,0.784439,19.384369,-0.0030898363,4.656613e-10,0
108666,40.0,0.984925,1168.0,0.79,0.813751,18.249847,-0.0029463868,4.656613e-10,0
108676,50.0,1.0958031,1234.0,0.76,0.7747593,20.488129,-0.0030556114,4.656613e-10,0
108751,50.0,1.3472459,771.0,0.79,0.71677196,23.33554,-0.0034576498,4.656613e-10,0
108985,50.0,0.9280758,1587.0,0.8,0.8721671,18.436096,-0.0028731835,-2.7299508e-05,0
108998,40.0,1.0287123,2765.0,0.7,0.8373851,15.933136,-0.0028808946,4.656613e-10,0
109054,50.0,0.88369477,1444.0,0.81,0.8376709,17.762787,-0.0029975132,-7.987629e-06,0
109057,120.0,0.8946787,807.0,0.7,0.826549,19.194977,-0.003015471,-4.6519413e-06,0
109079,50.0,1.2442346,1138.0,0.79,0.7231255,22.03482,-0.003503389,4.656613e-10,0
109336,50.0,1.0644841,1079.0,0.75,0.77903396,18.202606,-0.0028202613,-2.4574097e-06,0
109388,30.0,0.80695575,493.0,0.67,0.83109653,21.286194,-0.0027860363,-3.24786e-05,0
109463,40.0,0.970824,2359.0,0.71,0.8337731,16.157715,-0.0029425842,-6.934254e-06,0
109474,50.0,1.169722,1174.0,0.78,0.7546203,22.144897,-0.0034273332,-1.9307222e-06,0
109600,50.0,1.0714605,1826.0,0.71,0.8084759,17.994965,-0.0029508234,-0.00028063625,0
109646,10.0,0.894085,2012.0,0.74,0.8848352,17.144287,-0.00291269,4.656613e-10,0
109658,60.0,0.91709185,1692.0,0.4,0.8475326,16.839935,-0.003148357,-1.228472e-06,0
109789,100.0,0.89779574,1489.0,0.58,0.84334886,16.803864,-0.0030935335,-1.7551596e-06,0
109796,30.0,1.0340557,2006.0,0.68,0.8474156,16.985199,-0.003108956,-0.0003069706,0
109858,30.0,0.9589495,2475.0,0.75,0.8518722,16.17511,-0.0028476203,-1.9307222e-06,0
109866,50.0,1.1292002,1955.0,0.72,0.80231726,19.828186,-0.0031621947,-6.1400317e-07,1
109925,10.0,0.97824556,2121.0,0.73,0.8509237,15.782074,-0.002740931,-8.7315605e-08,0
109980,40.0,0.7781601,1262.0,0.8,0.8281082,18.991333,-0.0029876893,4.656613e-10,0
109987,50.0,0.90388143,2592.0,0.55,0.8379828,17.031097,-0.002905507,-5.262219e-07,0
110129,50.0,1.0904597,1120.0,0.85,0.79977065,20.527344,-0.003062055,4.656613e-10,0
110241,50.0,0.8737499,1845.0,0.78,0.852236,18.155823,-0.0029741684,-2.3086006e-05,0
110257,50.0,1.008674,2368.0,0.74,0.842998,16.234802,-0.0031708567,4.656613e-10,0
110316,50.0,0.85267264,737.0,0.75,0.84356976,19.916412,-0.0029709993,4.656613e-10,0
110447,30.0,0.8292205,805.0,0.76,0.8500402,17.783752,-0.0029546262,4.656613e-10,0
110509,50.0,0.8176428,1225.0,0.76,0.8654628,15.962982,-0.0030846603,4.656613e-10,0
110577,40.0,0.8336734,2469.0,0.79,0.8653848,15.404633,-0.003113815,4.656613e-10,0
111285,40.0,3.3961923,39.0,0.76,0.56127286,26.74176,-0.0039702863,-3.4146447e-05,0
111286,40.0,3.1766622,49.0,0.73,0.5750973,26.728394,-0.003938702,-1.1411099e-05,0
112208,40.0,3.054355,14.0,0.8,0.6222486,26.133942,-0.004174263,-1.4746786e-05,0
112275,50.0,2.5542896,45.0,0.81,0.6651641,25.955261,-0.0039882436,4.656613e-10,0
112276,11.0,2.3126433,79.0,0.81,0.6953077,25.631317,-0.00397092,4.656613e-10,0
112310,120.0,1.1244504,78.0,0.74,0.61677855,26.02121,-0.003691521,-8.7734696e-07,0
113158,50.0,1.0920924,1578.0,0.57,0.7625849,19.579071,-0.003318954,4.656613e-10,0
113286,40.0,1.0695308,1168.0,0.72,0.81680435,18.383514,-0.0032381448,4.656613e-10,0
113296,50.0,1.2182591,1234.0,0.7,0.7309472,20.596405,-0.003367545,4.656613e-10,0
113371,50.0,1.6338668,771.0,0.76,0.65948623,23.533386,-0.0036171556,4.656613e-10,0
113605,50.0,1.0022914,1587.0,0.79,0.8593951,18.799713,-0.0031755045,-2.7299508e-05,0
113618,40.0,1.1241536,2765.0,0.66,0.8206372,16.00888,-0.003104625,4.656613e-10,0
113674,50.0,0.94455165,1444.0,0.79,0.8334612,18.094757,-0.0032496587,-7.987629e-06,0
113677,120.0,0.96013695,807.0,0.67,0.81861037,19.569733,-0.0032144831,-4.56416e-06,0
113699,50.0,1.4723735,1138.0,0.77,0.6741942,22.152466,-0.0038370832,4.656613e-10,0
